ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
A001,2020-01-01,0.2,2426.5,21.1625,25.2,18.7,94.0,56.0,8.9,1.5166667
A001,2020-01-02,0.0,2899.6,21.879168,27.1,19.1,92.0,54.0,8.0,2.7833333
A001,2020-01-03,15.0,2925.5,21.395834,27.6,18.3,95.0,55.0,10.8,2.625
A001,2020-01-04,6.0,2925.8,20.3,25.2,18.8,95.0,65.0,13.0,3.4375
A001,2020-01-05,10.6,1564.2,19.120832,23.0,17.4,96.0,79.0,9.0,2.1333334
A001,2020-01-06,0.6,2474.7,20.795834,25.6,18.3,95.0,63.0,12.9,3.7583334
A001,2020-01-07,0.0,3848.6,22.125,27.8,18.9,92.0,56.0,8.4,2.8875
A001,2020-01-08,1.6,2577.4,22.429167,27.3,19.4,95.0,54.0,6.4,1.7958333
A001,2020-01-09,5.6,3422.3,21.345833,27.2,18.1,95.0,59.0,12.6,1.5416666
A001,2020-01-10,0.2,3866.6,22.766666,29.9,17.8,96.0,43.0,7.0,1.925
A001,2020-01-11,0.6,4162.8,24.433332,29.9,18.6,95.0,29.0,8.2,1.8541666
A001,2020-01-12,0.0,3889.5,24.2125,31.3,17.1,93.0,26.0,6.7,1.3208333
A001,2020-01-13,0.0,4094.5,24.458334,31.0,17.9,87.0,27.0,8.0,1.6958333
A001,2020-01-14,0.0,3550.0,24.9625,30.9,18.9,89.0,29.0,8.1,1.9541667
A001,2020-01-15,0.0,3485.8,25.008333,30.9,18.7,88.0,31.0,7.5,2.0333333
A001,2020-01-16,0.0,3747.6,25.5125,30.9,20.5,82.0,35.0,7.7,1.9833333
A001,2020-01-17,0.8,3204.8,24.05,29.6,19.4,88.0,45.0,9.4,1.9875
A001,2020-01-18,0.4,1936.3,21.633333,26.7,18.1,94.0,62.0,8.8,2.0875
A001,2020-01-19,0.0,3627.3,23.820833,30.7,17.9,95.0,40.0,9.3,1.8041667
A001,2020-01-20,3.4,2815.4,23.225,29.6,19.4,94.0,43.0,7.3,1.7916666
A001,2020-01-21,8.8,3316.4,22.025,27.7,19.9,93.0,57.0,12.3,2.5833333
A001,2020-01-22,0.6,1568.0,20.395834,24.1,19.4,94.0,72.0,9.2,2.9875
A001,2020-01-23,3.0,2504.1,20.541666,25.0,18.8,95.0,68.0,10.7,3.5708334
A001,2020-01-24,4.2,2192.6,20.125,23.7,19.0,95.0,74.0,15.3,4.3375
A001,2020-01-25,8.8,1576.6,19.9875,22.9,18.8,95.0,77.0,12.6,4.0916667
A001,2020-01-26,37.6,2525.8,20.195833,25.1,18.6,96.0,72.0,9.4,2.4958334
A001,2020-01-27,7.8,3014.3,20.883333,27.3,18.6,96.0,57.0,11.6,2.3916667
A001,2020-01-28,2.4,3698.9,20.754168,26.3,18.4,94.0,59.0,11.1,3.2833333
A001,2020-01-29,0.2,3528.7,22.166666,27.8,18.3,94.0,45.0,8.1,1.9041667
A001,2020-01-30,0.0,3522.4,22.933332,30.5,18.4,94.0,43.0,6.7,1.4833333
A001,2020-01-31,0.0,4148.4,23.9625,30.4,18.7,93.0,36.0,7.3,1.8416667
A001,2020-02-01,0.0,3414.5,23.825,30.4,17.5,95.0,32.0,6.9,1.4833333
A001,2020-02-02,0.0,3593.4,24.15,30.0,19.0,94.0,38.0,7.5,2.0125
A001,2020-02-03,3.4,3566.3,23.841667,30.3,17.9,94.0,36.0,10.1,2.0916667
A001,2020-02-04,15.6,3730.8,21.591667,27.7,18.5,95.0,51.0,13.4,2.1583333
A001,2020-02-05,0.0,3144.4,22.25,29.4,17.6,94.0,43.0,7.1,1.7375
A001,2020-02-06,9.2,2563.1,20.420834,25.5,18.5,95.0,62.0,7.1,1.7875
A001,2020-02-07,5.2,1243.0,18.779167,21.1,16.6,95.0,81.0,12.4,3.5625
A001,2020-02-08,6.4,1320.7,18.604166,20.9,17.6,96.0,86.0,10.0,3.1083333
A001,2020-02-09,3.6,2813.9,19.104166,22.1,16.8,95.0,73.0,12.0,4.1583333
A001,2020-02-10,0.4,3728.0,21.0875,29.3,17.6,95.0,40.0,10.6,2.825
A001,2020-02-11,0.8,3372.7,21.770834,28.7,18.3,95.0,48.0,10.0,1.1666666
A001,2020-02-12,2.4,3162.7,21.7625,26.2,18.5,95.0,62.0,8.3,1.8208333
A001,2020-02-13,0.8,3384.0,21.475,28.2,18.4,95.0,45.0,8.3,1.9458333
A001,2020-02-14,3.4,2841.4,22.020834,28.6,18.7,93.0,48.0,4.6,1.2916666
A001,2020-02-15,0.8,2685.8,21.883333,28.5,17.1,95.0,50.0,8.3,1.6833333
A001,2020-02-16,0.0,3904.4,22.620832,29.6,18.5,94.0,47.0,9.5,1.6125
A001,2020-02-17,0.0,4205.3,23.2375,28.9,19.5,93.0,42.0,9.3,2.25
A001,2020-02-18,0.0,3270.5,23.316668,27.7,19.3,90.0,46.0,7.7,1.9125
A001,2020-02-19,3.0,3590.6,23.2625,28.4,19.8,93.0,48.0,8.8,1.8375
A001,2020-02-20,1.0,3543.1,22.241667,28.5,18.8,95.0,48.0,8.8,1.9708333
A001,2020-02-21,16.0,3756.0,22.095833,28.6,16.7,95.0,47.0,10.9,1.9666667
A001,2020-02-22,3.6,2880.5,22.491667,27.3,18.4,94.0,54.0,10.7,1.2416667
A001,2020-02-23,0.2,2563.7,21.804167,26.3,19.0,94.0,52.0,6.5,1.4875
A001,2020-02-24,9.6,2659.1,20.55,25.8,18.7,95.0,62.0,8.3,1.2958333
A001,2020-02-25,0.2,3201.5,21.183332,27.0,18.5,96.0,56.0,8.1,1.5958333
A001,2020-02-26,1.4,3007.5,21.170834,27.5,18.6,95.0,57.0,12.9,1.575
A001,2020-02-27,0.0,3596.5,22.6875,29.6,17.3,96.0,45.0,10.4,2.1125
A001,2020-02-28,5.8,2728.1,21.558332,27.4,19.6,94.0,59.0,10.2,1.4541667
A001,2020-02-29,3.2,2715.5,20.2375,24.3,17.2,96.0,69.0,6.3,1.35
A001,2020-03-01,2.8,2779.2,21.05,26.5,17.1,95.0,52.0,9.0,1.3833333
A001,2020-03-02,4.8,2777.8,21.458334,26.9,19.5,94.0,58.0,7.5,1.7541667
A001,2020-03-03,15.4,3638.9,21.479166,27.1,17.9,96.0,56.0,7.6,1.9625
A001,2020-03-04,0.0,2777.3,22.104166,28.2,17.9,96.0,52.0,8.0,2.0
A001,2020-03-05,8.8,3392.4,21.3375,26.3,19.3,94.0,60.0,7.6,1.5208334
A001,2020-03-06,10.0,1291.1,19.3,21.6,17.4,96.0,83.0,7.8,2.0958333
A001,2020-03-07,4.0,2547.8,20.279167,25.4,18.3,96.0,67.0,6.5,1.6458334
A001,2020-03-08,0.4,3637.4,21.575,27.2,18.1,96.0,50.0,7.8,1.55
A001,2020-03-09,19.6,2310.4,21.795834,25.6,18.8,95.0,57.0,10.8,1.7791667
A001,2020-03-10,0.0,3429.3,22.854166,28.0,19.4,92.0,51.0,8.4,2.7583334
A001,2020-03-11,0.0,2629.4,22.445833,27.6,19.3,91.0,48.0,8.2,2.4916666
A001,2020-03-12,0.0,3594.3,21.875,26.8,19.5,94.0,58.0,9.2,2.1083333
A001,2020-03-13,0.0,3527.0,22.5625,27.4,19.2,93.0,54.0,9.2,2.6416667
A001,2020-03-14,0.0,2925.3,22.970833,28.2,19.7,86.0,50.0,8.2,2.9333334
A001,2020-03-15,0.0,3296.6,22.695833,27.6,19.7,84.0,43.0,9.3,2.9916666
A001,2020-03-16,0.0,3423.5,21.458334,27.5,15.4,95.0,41.0,8.5,1.5625
A001,2020-03-17,0.0,2891.2,21.779167,28.6,16.3,94.0,45.0,6.9,1.4208333
A001,2020-03-18,0.0,3821.7,23.575,30.2,18.2,94.0,33.0,6.7,1.1708333
A001,2020-03-19,0.0,3618.7,23.104166,29.5,18.1,93.0,44.0,7.3,1.5125
A001,2020-03-20,22.6,3098.2,21.595833,27.3,18.1,95.0,58.0,9.9,2.5791667
A001,2020-03-21,0.2,2930.3,21.333334,26.1,19.0,95.0,59.0,8.9,2.9208333
A001,2020-03-22,11.8,3536.4,21.354166,27.2,18.5,96.0,55.0,10.4,2.1416667
A001,2020-03-23,3.0,2624.7,21.516666,26.3,19.3,96.0,65.0,6.0,1.2125
A001,2020-03-24,7.2,1764.0,19.895834,23.6,18.5,96.0,69.0,7.9,2.4666667
A001,2020-03-25,12.2,1795.6,19.741667,25.3,18.0,96.0,66.0,9.9,2.6166666
A001,2020-03-26,9.4,2895.7,19.495832,25.1,18.2,96.0,65.0,7.4,2.3583333
A001,2020-03-27,4.6,2080.2,20.575,24.8,18.7,96.0,67.0,7.3,2.4916666
A001,2020-03-28,8.8,1874.6,20.754168,25.2,18.3,95.0,64.0,10.4,2.1583333
A001,2020-03-29,0.2,3282.6,22.079166,27.3,18.0,95.0,46.0,9.3,2.6375
A001,2020-03-30,0.0,3450.2,22.8375,28.3,19.1,87.0,41.0,7.7,2.7333333
A001,2020-03-31,0.0,3659.8,22.925,28.3,16.1,95.0,39.0,7.8,2.2333333
A001,2020-04-01,0.0,3196.8,23.570833,29.4,17.3,92.0,39.0,6.6,1.8458333
A001,2020-04-02,0.0,3386.7,24.1875,29.9,19.1,86.0,37.0,7.8,1.8666667
A001,2020-04-03,0.0,3404.1,24.058332,30.1,18.9,90.0,40.0,8.6,2.0541666
A001,2020-04-04,0.0,3334.8,23.791666,30.3,18.8,94.0,36.0,7.2,1.9333333
A001,2020-04-05,3.8,3460.1,23.375,29.8,19.5,93.0,48.0,8.5,1.5083333
A001,2020-04-06,4.2,2972.5,22.85,29.1,19.6,94.0,54.0,8.0,1.4958333
A001,2020-04-07,1.6,3353.1,21.845833,28.2,18.4,95.0,52.0,9.5,1.2
A001,2020-04-08,14.2,2995.4,21.341667,26.8,18.7,95.0,62.0,7.8,1.4583334
A001,2020-04-09,4.6,3424.8,21.525,27.4,18.1,96.0,54.0,9.3,1.4583334
A001,2020-04-10,6.6,3283.6,22.7625,29.6,18.3,95.0,38.0,8.6,1.4875
A001,2020-04-11,1.0,3501.3,22.325,28.0,17.0,95.0,47.0,6.8,1.3041667
A001,2020-04-12,0.6,3322.4,22.0625,28.5,17.7,95.0,41.0,6.4,1.3833333
A001,2020-04-13,1.8,3509.6,22.1125,27.6,18.4,96.0,51.0,7.4,1.9375
A001,2020-04-14,0.0,3470.0,21.266666,26.8,17.9,92.0,52.0,9.5,2.325
A001,2020-04-15,5.4,1130.4,19.2625,22.5,17.4,94.0,70.0,6.6,1.85
A001,2020-04-16,6.2,1325.4,19.1875,21.6,18.1,96.0,81.0,7.6,2.4541667
A001,2020-04-17,0.4,3520.1,21.025,26.0,18.4,96.0,60.0,7.3,2.8
A001,2020-04-18,3.6,1794.2,20.920834,24.8,18.6,95.0,64.0,7.3,2.0125
A001,2020-04-19,0.0,3490.2,21.05,25.9,18.9,95.0,60.0,7.5,2.7208333
A001,2020-04-20,0.2,1899.4,20.575,24.4,19.0,93.0,64.0,7.2,2.6541667
A001,2020-04-21,1.4,2428.3,19.958334,24.2,17.9,94.0,72.0,6.5,2.0083334
A001,2020-04-22,8.0,1518.7,19.595833,23.5,18.1,96.0,72.0,7.7,1.5833334
A001,2020-04-23,17.2,1766.6,19.933332,23.9,18.5,95.0,71.0,7.6,2.075
A001,2020-04-24,1.2,2411.8,20.683332,25.1,18.7,95.0,62.0,8.5,2.4208333
A001,2020-04-25,0.0,3252.2,20.420834,24.9,16.9,92.0,55.0,9.9,3.3
A001,2020-04-26,0.0,3296.9,19.5125,24.8,14.1,95.0,50.0,8.4,2.5875
A001,2020-04-27,0.0,3478.1,20.079166,25.3,16.1,94.0,47.0,9.1,3.0583334
A001,2020-04-28,0.0,3425.2,19.7125,24.7,15.6,87.0,49.0,8.2,2.6916666
A001,2020-04-29,0.0,3639.4,19.441668,25.1,13.1,96.0,41.0,6.8,1.9375
A001,2020-04-30,0.0,3225.5,19.9375,25.8,13.3,94.0,45.0,6.8,1.825
A001,2020-05-01,0.0,3135.3,19.870832,26.4,13.3,95.0,41.0,5.9,1.45
A001,2020-05-02,0.0,3221.5,19.9875,27.0,13.0,96.0,35.0,5.3,1.2875
A001,2020-05-03,0.0,3230.9,19.504168,26.6,12.5,92.0,27.0,5.4,1.225
A001,2020-05-04,0.0,3048.8,19.708334,26.8,12.7,88.0,27.0,6.3,1.3708333
A001,2020-05-05,0.0,3142.5,20.441668,28.1,13.3,91.0,32.0,7.2,1.6916667
A001,2020-05-06,0.0,2353.5,20.15,27.4,14.8,95.0,37.0,7.0,1.3083333
A001,2020-05-07,0.0,1885.1,19.25,23.3,17.0,90.0,63.0,6.3,1.45
A001,2020-05-08,0.0,2536.8,19.391666,23.4,17.0,94.0,63.0,6.6,2.4625
A001,2020-05-09,0.0,2163.5,18.158333,21.9,16.2,95.0,64.0,7.5,2.9333334
A001,2020-05-10,0.0,3130.7,18.679167,24.3,14.7,94.0,46.0,6.8,2.4958334
A001,2020-05-11,0.0,3134.6,18.816668,24.8,12.2,96.0,36.0,8.7,2.3916667
A001,2020-05-12,0.0,2685.6,19.220833,25.3,12.8,93.0,44.0,7.4,2.3375
A001,2020-05-13,0.0,2426.3,19.766666,26.5,14.0,96.0,46.0,8.3,1.9958333
A001,2020-05-14,6.2,2649.0,19.245832,25.8,14.5,96.0,56.0,5.9,1.1416667
A001,2020-05-15,1.0,2065.5,20.05,25.5,16.5,95.0,57.0,5.1,1.1875
A001,2020-05-16,10.4,2222.4,19.525,25.2,17.1,95.0,59.0,8.0,1.2083334
A001,2020-05-17,0.2,2678.1,19.195833,24.2,15.9,97.0,64.0,7.4,2.0125
A001,2020-05-18,0.0,2919.0,19.954166,24.9,16.3,95.0,50.0,7.5,2.5916667
A001,2020-05-19,0.0,2552.9,19.154167,22.8,16.1,90.0,57.0,8.2,2.8375
A001,2020-05-20,0.0,1772.1,19.004168,22.1,16.7,92.0,68.0,8.7,3.0958333
A001,2020-05-21,0.0,2958.6,19.35,25.9,14.6,94.0,45.0,7.5,2.6125
A001,2020-05-22,0.0,2476.6,20.383333,26.1,14.5,94.0,52.0,6.3,2.2875
A001,2020-05-23,0.0,2563.1,21.170834,27.5,16.0,94.0,44.0,7.0,1.6291667
A001,2020-05-24,0.0,2457.7,20.383333,26.4,17.3,96.0,52.0,6.6,1.7791667
A001,2020-05-25,0.2,2215.8,20.529167,25.9,17.6,96.0,53.0,8.8,1.7291666
A001,2020-05-26,0.0,2923.5,19.1375,25.3,13.5,95.0,42.0,7.9,1.7125
A001,2020-05-27,0.0,2955.2,16.8875,26.7,8.5,92.0,25.0,7.6,1.5125
A001,2020-05-28,0.0,3005.7,16.9375,24.9,9.4,97.0,33.0,5.5,1.4708333
A001,2020-05-29,0.0,3024.2,17.195833,23.7,9.7,91.0,33.0,7.1,2.4041667
A001,2020-05-30,0.0,2962.6,16.870832,23.0,9.8,92.0,39.0,7.0,2.175
A001,2020-05-31,0.0,2922.0,17.070833,24.3,8.8,96.0,39.0,7.3,1.6416667
A001,2020-06-01,0.0,2900.5,17.7875,25.6,10.8,95.0,36.0,5.8,1.5458333
A001,2020-06-02,0.0,2435.7,18.641666,25.9,12.8,95.0,43.0,8.6,1.6041666
A001,2020-06-03,0.0,2583.9,20.108334,27.2,14.0,94.0,37.0,6.8,1.6833333
A001,2020-06-04,0.0,2915.7,20.858334,25.7,15.7,94.0,51.0,8.6,2.6375
A001,2020-06-05,0.0,2629.2,20.758333,26.1,15.7,93.0,48.0,6.9,2.3958333
A001,2020-06-06,0.0,2776.7,20.625,27.1,14.3,95.0,44.0,6.1,1.7125
A001,2020-06-07,0.0,2841.5,20.495832,26.4,14.0,95.0,37.0,6.2,2.2375
A001,2020-06-08,0.0,2838.1,19.829166,26.1,13.6,96.0,43.0,6.7,2.0625
A001,2020-06-09,0.0,2832.2,20.2125,26.5,13.5,95.0,36.0,7.8,2.1458333
A001,2020-06-10,0.0,2797.7,19.270834,26.6,12.8,91.0,31.0,9.8,1.6416667
A001,2020-06-11,0.0,2643.5,19.5875,26.8,13.3,91.0,30.0,5.7,1.375
A001,2020-06-12,0.0,2829.3,19.975,26.5,12.6,95.0,31.0,7.4,1.6583333
A001,2020-06-13,0.0,2709.5,19.6625,26.5,12.0,93.0,33.0,6.5,1.6416667
A001,2020-06-14,0.0,2829.2,19.133333,25.1,11.7,92.0,39.0,9.1,2.525
A001,2020-06-15,0.0,2844.9,18.954166,23.1,14.9,77.0,39.0,10.6,3.8666666
A001,2020-06-16,0.0,1997.4,17.616667,22.9,14.5,91.0,55.0,11.1,4.05
A001,2020-06-17,0.0,1723.2,17.516666,21.4,14.9,90.0,55.0,12.3,4.0958333
A001,2020-06-18,0.0,2092.8,17.045834,22.3,14.5,94.0,56.0,8.6,2.9958334
A001,2020-06-19,0.0,2760.6,18.283333,24.5,14.0,89.0,45.0,7.5,2.6375
A001,2020-06-20,0.0,2965.5,19.1,25.9,13.2,95.0,37.0,8.4,2.3708334
A001,2020-06-21,0.0,2890.1,19.766666,25.8,15.1,80.0,26.0,9.1,2.8208334
A001,2020-06-22,0.0,2918.0,17.720833,24.2,9.9,93.0,27.0,7.6,2.4541667
A001,2020-06-23,0.0,2844.7,18.008333,25.9,10.3,89.0,35.0,7.6,2.2166667
A001,2020-06-24,0.0,2740.2,19.458334,25.8,14.4,93.0,40.0,7.2,2.4166667
A001,2020-06-25,0.0,3026.9,20.183332,25.9,13.7,91.0,39.0,7.1,1.8125
A001,2020-06-26,0.0,2849.2,19.416666,26.4,12.8,90.0,33.0,6.4,1.45
A001,2020-06-27,0.0,2894.2,19.7125,26.8,12.4,88.0,32.0,7.2,1.4375
A001,2020-06-28,0.0,2775.9,18.8125,25.5,11.2,95.0,38.0,6.6,1.9916667
A001,2020-06-29,0.0,2569.9,17.933332,22.7,13.4,85.0,47.0,9.3,2.9958334
A001,2020-06-30,0.0,2581.5,18.241667,24.9,11.2,81.0,37.0,9.7,2.55
A001,2020-07-01,0.0,2549.7,18.345833,26.6,11.8,91.0,35.0,7.9,1.55
A001,2020-07-02,0.0,2272.5,19.283333,25.8,12.9,92.0,42.0,6.3,1.2708334
A001,2020-07-03,0.0,2813.3,20.0875,27.2,13.6,92.0,26.0,5.5,1.4291667
A001,2020-07-04,0.0,2782.0,20.5875,26.3,15.4,69.0,36.0,8.4,2.3083334
A001,2020-07-05,0.0,2924.3,19.6125,24.9,14.4,83.0,36.0,8.4,2.5125
A001,2020-07-06,0.0,2849.5,18.416666,25.1,11.1,94.0,32.0,9.3,2.4125
A001,2020-07-07,0.0,2809.5,19.45,25.1,12.7,80.0,37.0,8.6,2.4291666
A001,2020-07-08,0.0,2856.2,18.816668,25.7,11.9,91.0,33.0,6.5,1.5791667
A001,2020-07-09,0.0,2848.1,19.141666,26.2,12.0,90.0,28.0,7.7,1.5583333
A001,2020-07-10,0.0,2934.5,19.9375,25.6,15.0,68.0,22.0,11.0,3.1583333
A001,2020-07-11,0.0,2741.1,19.845833,26.0,12.8,84.0,34.0,7.9,2.3791666
A001,2020-07-12,0.0,2843.0,20.1625,26.0,14.8,69.0,33.0,7.3,2.1791666
A001,2020-07-13,0.0,2882.9,18.466667,25.8,11.6,87.0,25.0,8.3,1.7583333
A001,2020-07-14,0.0,2897.7,18.858334,27.0,11.0,75.0,21.0,10.3,2.0375
A001,2020-07-15,0.0,2897.7,19.9375,26.1,12.3,74.0,26.0,11.3,2.725
A001,2020-07-16,0.0,2906.6,19.7875,24.7,15.0,60.0,21.0,9.5,3.275
A001,2020-07-17,0.0,2949.6,18.770834,24.4,11.9,78.0,33.0,7.6,2.5
A001,2020-07-18,0.0,2804.1,18.495832,23.6,14.5,77.0,34.0,9.8,3.2958333
A001,2020-07-19,0.0,2921.9,17.416666,23.5,11.5,79.0,35.0,9.0,3.1791666
A001,2020-07-20,0.0,2977.6,18.691668,24.3,14.0,80.0,30.0,12.0,3.5333333
A001,2020-07-21,0.0,2959.7,18.904167,25.1,13.6,82.0,33.0,12.5,2.7041667
A001,2020-07-22,0.0,2966.4,19.808332,25.3,13.2,87.0,34.0,7.9,2.3833334
A001,2020-07-23,0.0,2981.4,19.058332,24.7,11.5,79.0,30.0,8.5,2.45
A001,2020-07-24,0.0,2894.3,18.970833,25.4,13.1,67.0,34.0,8.4,2.5125
A001,2020-07-25,0.0,2902.5,19.308332,25.2,11.9,88.0,35.0,7.7,2.2583334
A001,2020-07-26,0.0,3000.9,18.925,25.3,12.1,88.0,29.0,10.3,2.9875
A001,2020-07-27,0.0,2953.7,19.304167,26.4,12.0,87.0,33.0,10.8,3.1458333
A001,2020-07-28,0.0,2507.2,20.041666,25.6,15.8,80.0,38.0,9.1,2.6666667
A001,2020-07-29,0.0,3014.2,21.004168,26.8,14.6,74.0,26.0,8.1,2.1333334
A001,2020-07-30,0.0,2990.7,20.479166,26.9,11.9,76.0,23.0,9.6,2.4458334
A001,2020-07-31,0.0,2986.2,18.504168,24.3,13.3,66.0,36.0,13.0,3.5625
A001,2020-08-01,0.0,3074.9,18.054167,23.7,13.4,89.0,31.0,11.0,3.8375
A001,2020-08-02,0.0,2682.7,18.141666,23.8,13.0,86.0,35.0,10.3,3.3833334
A001,2020-08-03,0.0,2805.3,17.666666,22.6,12.9,75.0,39.0,10.5,3.7791667
A001,2020-08-04,0.0,3113.0,17.270834,23.4,12.0,73.0,28.0,10.3,4.070833
A001,2020-08-05,0.0,3124.5,16.879168,22.9,11.4,78.0,31.0,13.2,4.0041666
A001,2020-08-06,0.0,3043.5,17.1875,23.7,11.8,78.0,40.0,11.2,4.0416665
A001,2020-08-07,0.0,2226.9,17.283333,23.7,12.5,72.0,40.0,10.3,3.5666666
A001,2020-08-08,0.0,2800.1,17.845833,23.0,13.3,82.0,34.0,8.8,3.1875
A001,2020-08-09,0.0,2554.5,18.0375,24.5,11.3,76.0,36.0,8.4,2.5208333
A001,2020-08-10,0.0,2768.4,19.966667,25.3,15.5,71.0,33.0,8.1,2.5083334
A001,2020-08-11,0.0,2872.3,21.179167,26.8,14.8,73.0,28.0,7.3,2.45
A001,2020-08-12,0.0,3147.4,21.745832,27.3,15.2,64.0,28.0,8.0,2.725
A001,2020-08-13,0.0,3166.3,21.5,27.7,14.0,70.0,28.0,8.0,2.4416666
A001,2020-08-14,0.0,3125.7,22.0375,28.0,16.9,69.0,25.0,7.8,2.4041667
A001,2020-08-15,0.0,3111.8,22.108334,30.5,13.7,80.0,23.0,7.5,1.7208333
A001,2020-08-16,0.0,2973.3,22.308332,30.0,15.8,76.0,26.0,5.5,1.1166667
A001,2020-08-17,0.0,3099.8,23.883333,31.7,16.3,68.0,23.0,6.9,1.8333334
A001,2020-08-18,0.0,3110.3,24.0125,30.6,16.4,73.0,28.0,8.0,2.1541667
A001,2020-08-19,0.0,3129.8,24.15,30.3,18.4,61.0,24.0,7.2,2.2916667
A001,2020-08-20,0.0,3062.0,23.179167,31.3,16.0,75.0,25.0,7.3,1.5125
A001,2020-08-21,0.0,2539.1,22.020834,28.2,15.9,74.0,32.0,8.6,2.3458333
A001,2020-08-22,0.0,3043.6,19.5625,26.9,13.9,87.0,39.0,8.6,3.0791667
A001,2020-08-23,0.0,3070.6,18.616667,26.8,13.5,94.0,39.0,7.3,3.0041666
A001,2020-08-24,0.0,3114.0,20.0125,28.7,13.9,90.0,24.0,9.8,3.1166666
A001,2020-08-25,0.0,3194.3,19.916666,26.7,14.8,74.0,30.0,8.0,2.8583333
A001,2020-08-26,0.0,3340.1,18.720833,26.7,8.9,72.0,16.0,8.6,2.2916667
A001,2020-08-27,0.0,3348.4,20.141666,27.7,11.5,54.0,15.0,8.4,2.6833334
A001,2020-08-28,0.0,3276.8,21.066668,27.3,15.5,58.0,24.0,9.0,3.1875
A001,2020-08-29,0.0,3261.0,21.845833,28.4,13.6,69.0,25.0,8.5,2.5416667
A001,2020-08-30,0.0,3256.3,22.858334,29.3,14.0,68.0,21.0,7.4,2.2375
A001,2020-08-31,0.0,3260.3,23.804167,29.9,14.9,63.0,23.0,9.5,3.0291667
A001,2020-09-01,0.0,3251.8,23.479166,28.8,18.3,53.0,17.0,9.9,3.2291667
A001,2020-09-02,0.0,3300.0,21.591667,27.2,16.0,63.0,26.0,11.5,3.5958333
A001,2020-09-03,0.0,3319.1,21.1625,27.3,14.0,58.0,29.0,8.8,3.0916667
A001,2020-09-04,0.0,3320.8,21.845833,28.2,14.8,65.0,21.0,8.0,2.6083333
A001,2020-09-05,0.0,3366.8,22.491667,28.3,17.7,51.0,21.0,9.6,2.9291666
A001,2020-09-06,0.0,3353.9,22.783333,28.7,16.6,59.0,22.0,7.6,2.6833334
A001,2020-09-07,0.0,3349.8,23.679167,29.6,16.2,55.0,23.0,9.4,2.8041666
A001,2020-09-08,0.0,3343.0,23.479166,30.2,14.6,70.0,21.0,7.8,2.0875
A001,2020-09-09,0.0,3345.8,24.070833,30.1,16.3,62.0,22.0,8.8,2.7916667
A001,2020-09-10,0.0,3376.8,23.458334,30.1,15.3,59.0,14.0,8.8,2.4875
A001,2020-09-11,0.0,3441.7,24.441668,31.1,15.4,52.0,12.0,10.0,3.0375
A001,2020-09-12,0.0,3331.1,24.020834,29.9,18.5,40.0,17.0,11.5,3.2958333
A001,2020-09-13,0.0,3408.3,22.825,28.2,17.6,53.0,19.0,11.1,3.5791667
A001,2020-09-14,0.0,3631.2,22.4375,28.3,16.3,63.0,26.0,8.8,2.1375
A001,2020-09-15,0.0,3374.6,24.0125,29.3,17.0,59.0,16.0,12.9,3.0333333
A001,2020-09-16,0.0,3509.7,23.004168,28.8,16.2,53.0,24.0,12.4,2.6083333
A001,2020-09-17,0.0,3206.3,23.379168,30.6,14.6,63.0,21.0,7.0,2.1125
A001,2020-09-18,0.0,2804.5,24.7,33.4,16.9,64.0,16.0,6.8,1.3125
A001,2020-09-19,0.0,3091.4,26.054167,33.3,19.7,53.0,14.0,8.4,1.3875
A001,2020-09-20,0.0,3348.9,26.529167,33.7,19.2,49.0,14.0,7.0,1.65
A001,2020-09-21,11.4,2429.6,23.25,30.6,17.8,94.0,21.0,9.3,2.3083334
A001,2020-09-22,0.8,2439.3,20.170834,25.3,17.6,84.0,52.0,8.8,2.3375
A001,2020-09-23,1.2,2421.2,19.354166,23.1,17.3,95.0,65.0,6.1,2.1291666
A001,2020-09-24,0.0,3446.6,21.333334,28.0,17.5,93.0,41.0,9.1,3.1
A001,2020-09-25,0.0,3688.3,23.329166,30.1,17.9,80.0,25.0,8.9,2.5208333
A001,2020-09-26,0.0,3681.9,24.295834,31.1,16.8,71.0,14.0,7.2,2.475
A001,2020-09-27,0.0,3604.4,25.691668,32.7,15.8,67.0,16.0,8.9,1.7916666
A001,2020-09-28,0.0,3609.2,25.9,33.1,17.0,61.0,13.0,8.0,1.7375
A001,2020-09-29,0.0,3625.9,26.258333,33.8,17.9,54.0,13.0,8.9,2.225
A001,2020-09-30,0.0,3513.2,27.541666,33.2,20.8,35.0,13.0,11.8,3.0333333
A001,2020-10-01,0.0,3584.4,26.783333,32.5,21.6,46.0,14.0,10.0,3.0208333
A001,2020-10-02,0.0,3680.3,26.383333,33.0,16.6,56.0,11.0,8.6,2.5333333
A001,2020-10-03,0.0,3631.8,26.820833,34.2,16.6,51.0,14.0,7.9,1.9291667
A001,2020-10-04,0.0,3650.1,27.35,35.1,17.6,55.0,10.0,7.5,2.125
A001,2020-10-05,0.0,3567.4,27.358334,33.3,20.3,37.0,16.0,11.1,3.0666666
A001,2020-10-06,0.0,3528.0,27.254168,33.8,19.2,53.0,17.0,11.8,2.4916666
A001,2020-10-07,0.0,3624.0,27.754168,35.2,17.9,58.0,12.0,9.9,2.2708333
A001,2020-10-08,0.0,3489.1,28.045834,36.5,19.8,48.0,13.0,7.7,1.4791666
